n_objetivos,problema,indicador,hiperparam_ind_conv,0,1,2,3,4,5,6,7,8,9,10
6,WFG9,r2,R2,0,0,0,0,0,0,0,0,0,0,0
6,WFG9,s-energy,IGD+,1,6,0,0,2,0,1,0,1,0,0
6,WFG9,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
6,WFG9,spd,IGD+,0,4,0,0,5,0,0,0,0,0,0
6,WFG9,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ1,eps+,IGD+,0,0,0,1,0,2,3,0,1,3,3
7,DTLZ1,eps+,R2,0,0,4,0,0,0,3,0,0,0,0
7,DTLZ1,hv,IGD+,0,0,0,1,0,1,1,1,3,5,5
7,DTLZ1,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ1,igd,IGD+,0,0,0,0,0,1,3,0,3,4,5
7,DTLZ1,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ1,igd+,IGD+,0,0,0,1,0,2,3,1,5,5,6
7,DTLZ1,igd+,R2,0,0,1,0,0,0,1,0,0,0,0
7,DTLZ1,r2,IGD+,3,1,1,0,0,0,0,0,1,0,0
7,DTLZ1,r2,R2,0,2,0,1,0,0,0,0,0,0,2
7,DTLZ1,s-energy,IGD+,6,1,0,1,0,0,0,0,0,0,0
7,DTLZ1,s-energy,R2,0,4,1,0,1,0,0,0,4,6,0
7,DTLZ1,spd,IGD+,6,4,2,4,1,0,0,0,0,0,0
7,DTLZ1,spd,R2,0,5,2,0,0,0,0,0,0,0,0
7,DTLZ2,eps+,IGD+,0,1,1,1,0,1,5,7,7,7,7
7,DTLZ2,eps+,R2,1,0,0,0,0,0,2,0,0,0,0
7,DTLZ2,hv,IGD+,0,1,2,2,0,4,4,6,7,6,7
7,DTLZ2,hv,R2,0,0,1,0,0,2,4,2,1,0,0
7,DTLZ2,igd,IGD+,0,1,2,2,0,3,4,6,7,6,7
7,DTLZ2,igd,R2,0,0,0,0,0,1,8,0,0,0,0
7,DTLZ2,igd+,IGD+,0,1,2,2,1,4,4,6,7,6,7
7,DTLZ2,igd+,R2,0,0,0,0,0,0,5,1,0,0,0
7,DTLZ2,r2,IGD+,9,4,5,3,5,2,0,0,0,0,0
7,DTLZ2,r2,R2,0,0,0,1,0,0,0,1,0,0,1
7,DTLZ2,s-energy,IGD+,6,5,3,6,3,4,4,1,0,0,0
7,DTLZ2,s-energy,R2,0,0,0,0,0,0,4,0,0,0,0
7,DTLZ2,spd,IGD+,10,8,6,6,4,4,3,0,0,0,0
7,DTLZ2,spd,R2,0,0,1,0,0,0,4,0,0,0,0
7,DTLZ3,eps+,IGD+,2,0,0,2,0,0,3,3,0,0,3
7,DTLZ3,eps+,R2,1,0,0,0,1,2,0,0,0,0,0
7,DTLZ3,hv,IGD+,3,0,0,3,0,1,3,1,1,0,3
7,DTLZ3,hv,R2,0,0,0,0,1,0,0,0,0,0,0
7,DTLZ3,igd,IGD+,1,0,0,3,0,0,3,1,0,0,4
7,DTLZ3,igd,R2,1,0,0,1,2,2,0,0,0,0,0
7,DTLZ3,igd+,IGD+,1,0,0,2,0,0,3,1,0,0,3
7,DTLZ3,igd+,R2,1,0,0,1,1,1,0,0,0,0,0
7,DTLZ3,r2,IGD+,0,4,5,0,0,0,0,0,1,3,0
7,DTLZ3,r2,R2,0,0,0,0,0,0,0,0,0,0,1
7,DTLZ3,s-energy,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ3,s-energy,R2,0,0,1,0,0,0,0,0,0,0,1
7,DTLZ3,spd,IGD+,1,0,0,0,0,0,0,0,0,2,0
7,DTLZ3,spd,R2,0,0,0,0,0,1,0,0,0,0,2
7,DTLZ4,eps+,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,hv,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,igd,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,igd+,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,r2,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,r2,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,s-energy,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,spd,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ4,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ5,eps+,IGD+,0,0,0,1,1,0,0,1,0,0,5
7,DTLZ5,eps+,R2,0,1,2,1,0,0,1,0,2,1,2
7,DTLZ5,hv,IGD+,0,0,0,2,2,0,2,2,4,4,4
7,DTLZ5,hv,R2,0,3,1,0,0,3,0,0,3,0,0
7,DTLZ5,igd,IGD+,0,0,1,3,3,2,2,3,6,0,3
7,DTLZ5,igd,R2,0,0,0,0,0,5,0,3,2,2,4
7,DTLZ5,igd+,IGD+,0,0,0,0,0,0,0,0,5,2,3
7,DTLZ5,igd+,R2,2,2,0,0,0,0,0,1,2,0,0
7,DTLZ5,r2,IGD+,2,4,1,1,0,0,0,0,0,0,0
7,DTLZ5,r2,R2,2,0,0,0,1,0,5,1,0,0,0
7,DTLZ5,s-energy,IGD+,0,2,3,0,1,0,0,0,0,0,0
7,DTLZ5,s-energy,R2,0,0,1,0,0,0,0,0,5,0,1
7,DTLZ5,spd,IGD+,0,2,2,0,1,0,0,0,0,0,0
7,DTLZ5,spd,R2,0,0,0,0,0,0,0,0,1,0,0
7,DTLZ6,eps+,IGD+,0,0,0,0,4,5,5,7,6,8,7
7,DTLZ6,eps+,R2,0,0,0,0,0,0,0,2,0,0,0
7,DTLZ6,hv,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ6,hv,R2,0,0,0,0,0,1,0,0,0,0,3
7,DTLZ6,igd,IGD+,0,0,1,3,4,5,6,6,7,9,9
7,DTLZ6,igd,R2,0,0,0,0,0,2,0,3,0,0,0
7,DTLZ6,igd+,IGD+,0,0,1,1,4,5,6,6,7,9,9
7,DTLZ6,igd+,R2,0,0,0,0,2,1,0,1,0,0,0
7,DTLZ6,r2,IGD+,8,8,8,7,6,4,4,2,2,0,0
7,DTLZ6,r2,R2,4,0,0,0,0,0,0,0,2,0,0
7,DTLZ6,s-energy,IGD+,10,9,8,7,5,3,1,3,0,0,0
7,DTLZ6,s-energy,R2,0,1,1,1,0,1,2,1,1,1,0
7,DTLZ6,spd,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,DTLZ6,spd,R2,1,1,1,2,0,1,1,1,1,1,1
7,DTLZ7,eps+,IGD+,10,8,4,3,0,0,0,1,1,1,0
7,DTLZ7,eps+,R2,0,0,0,0,0,0,0,0,0,0,1
7,DTLZ7,hv,IGD+,0,1,2,3,3,3,3,5,7,6,3
7,DTLZ7,hv,R2,0,1,0,1,1,0,0,0,0,0,0
7,DTLZ7,igd,IGD+,10,8,4,3,0,0,0,1,1,1,0
7,DTLZ7,igd,R2,0,0,0,0,0,0,0,0,0,0,1
7,DTLZ7,igd+,IGD+,10,8,4,3,0,0,0,1,1,1,0
7,DTLZ7,igd+,R2,0,0,0,0,0,0,0,0,0,0,1
7,DTLZ7,r2,IGD+,0,1,1,2,7,3,4,2,2,2,4
7,DTLZ7,r2,R2,0,0,0,0,1,0,0,0,0,0,0
7,DTLZ7,s-energy,IGD+,10,9,8,6,4,1,1,1,1,0,4
7,DTLZ7,s-energy,R2,0,0,0,0,0,0,0,0,2,0,0
7,DTLZ7,spd,IGD+,10,9,8,5,4,1,1,0,1,0,3
7,DTLZ7,spd,R2,0,0,1,0,0,6,0,1,0,0,0
7,WFG1,eps+,IGD+,0,1,0,0,1,1,0,0,0,3,3
7,WFG1,eps+,R2,3,0,0,0,0,2,4,5,5,5,0
7,WFG1,hv,IGD+,0,0,0,0,3,0,0,0,0,1,1
7,WFG1,hv,R2,1,0,0,0,0,0,0,0,0,0,0
7,WFG1,igd,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,WFG1,igd,R2,0,0,0,0,0,0,0,3,4,4,0
7,WFG1,igd+,IGD+,2,1,1,0,1,1,0,0,1,2,7
7,WFG1,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG1,r2,IGD+,1,0,0,0,0,1,0,0,0,0,0
7,WFG1,r2,R2,0,1,1,1,1,0,0,0,0,0,0
7,WFG1,s-energy,IGD+,0,0,0,0,2,0,2,0,0,0,0
7,WFG1,s-energy,R2,0,0,0,0,0,2,2,0,1,1,0
7,WFG1,spd,IGD+,0,0,0,0,1,0,3,0,0,0,0
7,WFG1,spd,R2,0,0,0,0,0,0,0,0,1,1,0
7,WFG2,eps+,IGD+,0,0,0,0,3,0,4,0,1,5,0
7,WFG2,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG2,hv,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,WFG2,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG2,igd,IGD+,0,0,0,0,0,0,0,1,0,0,0
7,WFG2,igd,R2,1,0,1,0,0,0,0,0,0,0,0
7,WFG2,igd+,IGD+,0,0,0,0,2,0,0,7,0,0,2
7,WFG2,igd+,R2,0,0,2,0,0,0,0,0,0,1,0
7,WFG2,r2,IGD+,1,1,2,5,0,2,0,1,1,0,1
7,WFG2,r2,R2,0,0,0,0,0,0,0,0,2,0,0
7,WFG2,s-energy,IGD+,0,4,0,0,0,0,5,0,0,0,0
7,WFG2,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG2,spd,IGD+,0,2,0,0,0,0,5,0,0,0,0
7,WFG2,spd,R2,1,0,1,0,0,0,0,0,0,3,1
7,WFG3,eps+,IGD+,1,0,0,0,0,0,0,0,0,0,0
7,WFG3,eps+,R2,0,0,0,0,0,0,0,0,6,6,0
7,WFG3,hv,IGD+,0,0,0,0,0,5,0,0,0,0,0
7,WFG3,hv,R2,0,0,0,0,0,0,2,2,0,0,4
7,WFG3,igd,IGD+,1,0,0,0,0,1,0,0,0,1,0
7,WFG3,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG3,igd+,IGD+,0,0,0,0,2,4,0,0,5,0,0
7,WFG3,igd+,R2,0,0,0,0,0,0,1,1,1,1,5
7,WFG3,r2,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,WFG3,r2,R2,0,0,0,0,0,0,2,2,0,0,0
7,WFG3,s-energy,IGD+,0,0,0,0,0,1,0,0,1,0,0
7,WFG3,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG3,spd,IGD+,0,0,0,0,0,1,0,0,1,1,0
7,WFG3,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG4,eps+,IGD+,0,0,4,1,1,0,2,2,3,0,0
7,WFG4,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG4,hv,IGD+,0,1,1,2,4,4,4,4,4,2,4
7,WFG4,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG4,igd,IGD+,10,9,1,0,0,0,0,0,0,0,0
7,WFG4,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG4,igd+,IGD+,0,1,2,2,2,5,5,8,4,2,2
7,WFG4,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG4,r2,IGD+,10,0,5,4,3,0,2,1,0,0,0
7,WFG4,r2,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG4,s-energy,IGD+,5,4,0,0,0,0,4,0,3,2,1
7,WFG4,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG4,spd,IGD+,5,3,0,0,2,0,3,0,3,3,1
7,WFG4,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG5,eps+,IGD+,0,0,1,1,0,1,4,1,5,3,1
7,WFG5,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG5,hv,IGD+,0,1,2,3,4,4,4,4,4,4,4
7,WFG5,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG5,igd,IGD+,9,9,3,2,0,0,0,0,4,1,0
7,WFG5,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG5,igd+,IGD+,0,1,2,3,4,3,4,4,3,4,4
7,WFG5,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG5,r2,IGD+,10,0,0,0,0,0,2,0,0,0,0
7,WFG5,r2,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG5,s-energy,IGD+,6,7,2,1,0,0,0,0,0,0,0
7,WFG5,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG5,spd,IGD+,1,1,0,1,0,0,0,0,0,0,0
7,WFG5,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG6,eps+,IGD+,0,1,1,1,0,1,0,0,0,0,2
7,WFG6,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG6,hv,IGD+,0,1,1,1,1,1,1,1,2,1,1
7,WFG6,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG6,igd,IGD+,3,0,0,0,0,0,2,1,1,1,0
7,WFG6,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG6,igd+,IGD+,0,1,1,2,1,1,1,1,1,1,1
7,WFG6,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG6,r2,IGD+,3,1,5,1,2,1,0,0,0,0,0
7,WFG6,r2,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG6,s-energy,IGD+,2,3,0,0,0,0,0,3,2,0,0
7,WFG6,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG6,spd,IGD+,1,4,0,0,1,1,0,1,1,1,0
7,WFG6,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,eps+,IGD+,0,1,1,3,3,3,3,3,3,3,5
7,WFG7,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,hv,IGD+,0,1,2,3,4,4,6,6,6,6,9
7,WFG7,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,igd,IGD+,10,8,8,2,2,1,1,0,0,0,0
7,WFG7,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,igd+,IGD+,0,1,2,3,4,4,4,5,4,4,4
7,WFG7,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,r2,IGD+,0,0,0,0,0,6,1,3,0,0,0
7,WFG7,r2,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,s-energy,IGD+,6,5,0,0,0,0,0,0,0,1,0
7,WFG7,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,spd,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,WFG7,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,eps+,IGD+,0,1,2,2,2,2,4,6,4,2,4
7,WFG8,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,hv,IGD+,0,1,1,3,4,4,4,7,4,4,5
7,WFG8,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,igd,IGD+,0,0,0,0,0,1,0,0,0,1,1
7,WFG8,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,igd+,IGD+,0,1,2,2,3,3,5,6,4,4,4
7,WFG8,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,r2,IGD+,10,9,4,4,0,0,0,0,0,1,0
7,WFG8,r2,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,s-energy,IGD+,8,7,0,6,0,2,0,0,0,1,0
7,WFG8,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,spd,IGD+,0,0,0,0,0,0,0,0,0,0,0
7,WFG8,spd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG9,eps+,IGD+,0,0,1,3,2,3,2,4,2,3,3
7,WFG9,eps+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG9,hv,IGD+,0,0,1,1,1,2,2,5,3,5,3
7,WFG9,hv,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG9,igd,IGD+,1,1,1,0,1,0,0,0,1,0,1
7,WFG9,igd,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG9,igd+,IGD+,0,0,1,1,1,2,3,4,4,4,3
7,WFG9,igd+,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG9,r2,IGD+,9,7,1,0,0,1,0,0,0,0,0
7,WFG9,r2,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG9,s-energy,IGD+,8,7,2,3,6,0,0,0,0,0,0
7,WFG9,s-energy,R2,0,0,0,0,0,0,0,0,0,0,0
7,WFG9,spd,IGD+,1,1,0,1,1,0,1,0,1,1,0
7,WFG9,spd,R2,0,0,0,0,0,0,0,0,0,0,0
